year,type,provinceNumber,provinceTranslate,regionNumber,province,fuel,contractCapacityMW,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2562,FiT,60,ประจวบคีรีขันธ์, 7 ,ประจวบคีรีขันธ์,พลังงานแสงอาทิตย์,79.75,9641040,10669300,11907920,11399560,10260680,8053620,9455740,7087960,8024780,10396580,9927460,11838700
2562,FiT,53,ปราจีนบุรี, 6 ,ปราจีนบุรี,พลังงานแสงอาทิตย์,65,7956500,7359960,8963880,9144160,7844940,7173080,7778880,6911640,7316880,9284080,8832460,9320220
2562,FiT,70,ปัตตานี, 3 ,ปัตตานี,ชีวภาพ,2.8,0,0,0,0,0,0,0,0,0,657315,472320,544860
2562,FiT,39,พระนครศรีอยุธยา, 5 ,พระนครศรีอยุธยา,ขยะ,5.5,0,0,0,0,0,0,0,0,645799,2720676,3426371,3077805
2562,FiT,39,พระนครศรีอยุธยา, 5 ,พระนครศรีอยุธยา,ชีวมวล,8,5946020,2480691,5303656,5550787,5914848,5715113,5945705,5922383,5752910,5788596,5833444,5862242
2562,FiT,39,พระนครศรีอยุธยา, 5 ,พระนครศรีอยุธยา,พลังงานแสงอาทิตย์,42,5049840,4995750,5965680,5933970,5720550,5173680,5518740,4908330,5011800,5892570,5442180,5721150
2562,FiT,5,พะเยา, 4 ,พะเยา,พลังงานแสงอาทิตย์,5,292200,424980,342992,636501,613320,584640,532260,544860,639000,639960,607440,618540
2562,FiT,71,พัทลุง, 3 ,พัทลุง,ชีวมวล,9.2,6435120,5772480,6615840,6224400,6476640,6438960,6474476,6620160,6056160,5952480,6362640,6546480
2562,FiT,13,พิจิตร, 4 ,พิจิตร,ขยะ,3,0,0,0,0,0,0,0,0,0,0,0,8491
2562,FiT,13,พิจิตร, 4 ,พิจิตร,ชีวมวล,8,5945646,5340250,5949912,5709789,4562324,5618560,5944452,5948383,5749026,5944632,5742978,5949557
2562,FiT,13,พิจิตร, 4 ,พิจิตร,พลังงานแสงอาทิตย์,45.75,5612640,5682040,6916360,7316760,6880520,6437960,5644240,4875040,6352280,7214240,6310960,6363840
2562,FiT,7,พิษณุโลก, 4 ,พิษณุโลก,ชีวมวล,4.5,2955112,2972517,3298634,3107173,2848514,3105918,3288231,3170718,1402175,3294606,2857515,3334873
2562,FiT,34,มุกดาหาร, 2 ,มุกดาหาร,ชีวมวล,16,9877560,8510996,9580819,7799296,10541640,8799559,3649259,720,720,0,46200,7700299
2562,FiT,69,ยะลา, 3 ,ยะลา,ชีวมวล,15.7,3501067,3588693,5279816,4564938,6865717,4696673,6343185,8802843,6026530,6051804,6732665,7516221
2562,FiT,49,ระยอง, 6 ,ระยอง,ขยะ,7,0,0,0,0,0,0,0,0,0,0,0,0
2562,FiT,49,ระยอง, 6 ,ระยอง,พลังงานแสงอาทิตย์,5.95,739860,729600,827100,815640,628440,582240,631680,571620,557580,782220,782400,839700
2562,FiT,58,ราชบุรี, 7 ,ราชบุรี,ขยะ,4,0,0,0,0,0,0,0,0,0,0,0,0
2562,FiT,58,ราชบุรี, 7 ,ราชบุรี,ชีวมวล,22.8,9912040,9250320,7557051,7656803,9373107,5437033,4199520,0,0,0,0,4298520
2562,FiT,58,ราชบุรี, 7 ,ราชบุรี,พลังงานแสงอาทิตย์,17,2007840,2244180,2568540,2389800,2293860,1949520,2110260,1839420,1986960,2394960,2157240,2429220
2562,FiT,30,ร้อยเอ็ด, 2 ,ร้อยเอ็ด,ชีวมวล,37.12,21399678,18811054,16188102,17853485,21358553,19735256,23621763,22291611,16262275,16586296,15758072,19260626
2562,FiT,45,ลพบุรี, 5 ,ลพบุรี,ชีวมวล,16.3,4073040,1153920,276231,3575076,5712224,5484226,5556988,4333695,5489335,5402097,3749368,5681860
2562,FiT,45,ลพบุรี, 5 ,ลพบุรี,พลังงานแสงอาทิตย์,24.8,3050020,3185440,3751380,3632160,3420820,3179920,3171540,2774520,3131540,3748560,3269220,3509680
2562,FiT,4,ลำปาง, 4 ,ลำปาง,ชีวมวล,8,5805657,4537043,4835737,2150059,5043519,5369967,5845918,5713892,5694098,5742367,4973224,5891117
2562,FiT,4,ลำปาง, 4 ,ลำปาง,พลังงานแสงอาทิตย์,7,947520,990560,999200,990800,949280,865920,772160,681120,897760,1033760,982880,1035440
2562,FiT,2,ลำพูน, 4 ,ลำพูน,ชีวมวล,8,5935683,5374536,5950351,5569343,5121742,5760000,5927577,5383049,5392712,5861495,5740083,4547747
2562,FiT,2,ลำพูน, 4 ,ลำพูน,พลังงานแสงอาทิตย์,8,1075500,1101360,1206420,1147020,1044240,971340,871800,789360,1029540,1115520,1111200,1142700
2562,FiT,33,ศรีสะเกษ, 2 ,ศรีสะเกษ,ชีวมวล,8,5754664,5316627,5331926,5024919,5897949,5127017,5388428,5868579,4936743,5048217,5496398,5839717
2562,FiT,22,สกลนคร, 2 ,สกลนคร,ชีวมวล,0.99,0,0,0,0,0,0,0,0,0,0,0,0
2562,FiT,73,สงขลา, 3 ,สงขลา,ชีวมวล,35.2,21766500,22415370,22463438,22764280,24809007,23935631,25059530,20087471,23679934,25473494,23151616,24540616
2562,FiT,73,สงขลา, 3 ,สงขลา,พลังงานแสงอาทิตย์,5,0,413280,782400,735780,732660,599520,661920,645780,586380,626040,605580,663660
2562,FiT,72,สตูล, 3 ,สตูล,ชีวมวล,9.2,6464106,3942193,6616559,6351305,6262238,6113110,6607136,6332357,6270221,5604643,6388947,6676289
2562,FiT,57,สมุทรสงคราม, 7 ,สมุทรสงคราม,พลังงานแสงอาทิตย์,18.9999,2318620,2566400,2960080,2997400,2724800,2305040,2422220,2079120,2122120,2667840,2425720,2668120
2562,FiT,55,สมุทรสาคร, 7 ,สมุทรสาคร,ชีวมวล,8,5889695,5324943,5890438,5711397,5674728,5668729,3660884,5727425,5221036,5897480,5741879,5793186
2562,FiT,55,สมุทรสาคร, 7 ,สมุทรสาคร,พลังงานแสงอาทิตย์,57,6707940,7630000,8730900,8892500,8083720,6997700,7419660,6473880,6267800,7816320,6979580,7603960
2562,FiT,40,สระบุรี, 5 ,สระบุรี,ขยะ,8,5479737,4305549,3175571,5401461,5602627,3734783,5097030,5606833,5023039,3652318,4687821,4811937
2562,FiT,40,สระบุรี, 5 ,สระบุรี,ชีวมวล,1.2,35420,105960,14540,7380,61520,3080,35760,47520,0,56240,52000,156160
2562,FiT,40,สระบุรี, 5 ,สระบุรี,พลังงานแสงอาทิตย์,52.3,6151360,6110400,7226640,7242760,6796180,6171880,6226640,5481800,5790080,6819060,6301880,6888040
2562,FiT,52,สระแก้ว, 6 ,สระแก้ว,ชีวมวล,24,13476045,15320175,15515970,12851587,15478920,9546229,9796674,13196435,10749085,13654047,14105881,16446641
2562,FiT,52,สระแก้ว, 6 ,สระแก้ว,พลังงานแสงอาทิตย์,294.6699,39273400,35310680,39252500,39064268,35895640,32635220,34634100,29952080,30865401,40316459,38765380,40727120
2562,FiT,46,สิงห์บุรี, 5 ,สิงห์บุรี,ชีวมวล,8,5796713,3829504,5543499,5421240,5916463,4433381,4686828,3898192,5632189,5882280,4406520,5903280
2562,FiT,46,สิงห์บุรี, 5 ,สิงห์บุรี,พลังงานแสงอาทิตย์,1,120200,121980,142100,140740,137640,120280,120160,100460,95800,91300,60780,103480
2562,FiT,44,สุพรรณบุรี, 5 ,สุพรรณบุรี,ชีวมวล,36,17200347,14159170,16450602,14875630,14802810,13103892,10810256,12334130,10294551,9541306,14412426,17241668
2562,FiT,44,สุพรรณบุรี, 5 ,สุพรรณบุรี,พลังงานแสงอาทิตย์,12,1471130,1553520,1959420,2009960,1955410,1732240,1723800,1406340,1566870,1988030,1744560,1779680
2562,FiT,44,สุพรรณบุรี, 5 ,สุราษฎร์ธานี,ชีวมวล,32.5,10976116,11090305,11730471,9277602,12244486,11288837,11959221,12068917,11270131,10810573,16639527,18474820
2562,FiT,44,สุพรรณบุรี, 5 ,สุราษฎร์ธานี,พลังงานแสงอาทิตย์,10,1284420,1440900,1536600,1412460,1264380,1177740,1252320,1109460,1080960,1101540,1161840,1198380
2562,FiT,38,สุรินทร์, 2 ,สุรินทร์,ชีวมวล,8,2581774,5232226,5837300,5582113,5676701,5597036,5750009,5815365,5685372,5279038,2119784,5801687
2562,FiT,12,สุโขทัย, 4 ,สุโขทัย,ชีวมวล,8,5950879,5375446,5942722,5719727,5948542,5748021,5950677,5952490,5757993,1707174,5759609,5904250
2562,FiT,24,หนองคาย, 2 ,หนองคาย,ชีวมวล,8,5569235,5285191,5896032,5728196,5882119,5692097,4579265,5385490,5689067,5933974,5720784,5180616
2562,FiT,24,หนองคาย, 2 ,หนองบัวลําภู,ชีวมวล,32,21427800,19733560,19959080,20877120,21376872,19137557,16233880,17457080,4208000,3053640,5213960,16615680
2562,FiT,24,หนองคาย, 2 ,หนองบัวลําภู,พลังงานแสงอาทิตย์,4,550640,490720,573200,570720,538520,549160,499840,396720,509160,599400,543306,432240
2562,FiT,19,อุดรธานี, 2 ,อุดรธานี,ชีวภาพ,0.9,1440,12660,54040,93644,170740,213740,297480,361360,298500,399757,269346,296940
2562,FiT,19,อุดรธานี, 2 ,อุดรธานี,ชีวมวล,22,10248609,9299870,9761034,10192705,13104118,11261227,5787608,6034448,5607519,9811874,11014668,10754521
2562,FiT,19,อุดรธานี, 2 ,อุดรธานี,พลังงานแสงอาทิตย์,5,743100,634380,782880,811200,702660,752400,667920,579900,816420,734580,699120,801660
2562,FiT,14,อุตรดิตถ์, 4 ,อุตรดิตถ์,ชีวมวล,4.61,400,353724,2151852,2207640,2214480,733560,0,1684320,2190360,2091120,2231640,2164320
2562,FiT,18,อุทัยธานี, 4 ,อุทัยธานี,ชีวมวล,31,19346745,11444649,10829923,5710534,11163146,13168510,17122438,16083305,14485940,9900970,7279124,20145093
2562,FiT,27,อุบลราชธานี, 2 ,อุบลราชธานี,ชีวภาพ,0.95,569125,429472,575852,0,53260,406407,570681,462720,583840,375818,309360,331820
2562,FiT,27,อุบลราชธานี, 2 ,อุบลราชธานี,ชีวมวล,23,10073429,8465419,8866274,10322376,11062076,10563198,11140840,9346332,10584198,8676784,11256531,10675368
2562,FiT,41,อ่างทอง, 5 ,อ่างทอง,พลังงานแสงอาทิตย์,9,1126860,1127370,1335270,1315860,1303530,1200300,1174320,1068210,1156440,1403220,1243860,1278060
2562,FiT,3,เชียงราย, 4 ,เชียงราย,ชีวมวล,0.13,0,0,0,0,0,0,0,0,0,0,0,0
2562,FiT,1,เชียงใหม่, 4 ,เชียงใหม่,ชีวภาพ,1,625204,588056,118523,9715,645947,649356,434897,660,512273,682284,677650,701477
2562,FiT,1,เชียงใหม่, 4 ,เชียงใหม่,พลังงานแสงอาทิตย์,5,668100,693960,772920,728700,688920,606180,573420,466080,542220,617820,676080,704160
2562,FiT,59,เพชรบุรี, 7 ,เพชรบุรี,พลังงานแสงอาทิตย์,203.95,25032078,26572180,29662582,28580566,24448096,21443184,23907366,19316558,21371266,27891002,25870566,28226380
2562,FiT,16,เพชรบูรณ์, 4 ,เพชรบูรณ์,ชีวมวล,16,11141730,10337601,11114571,9579062,10221743,10367045,9636019,9320474,6012126,6153645,8445415,11060566
2562,FiT,16,เพชรบูรณ์, 4 ,เพชรบูรณ์,พลังงานแสงอาทิตย์,12,1543110,1392390,1639890,1681800,1464030,1397430,1387590,1199220,1502910,1725720,1571970,1678170
2562,FiT,9,แพร่, 4 ,แพร่,ชีวมวล,16.16,5657979,5048073,4023877,883102,4212267,4795692,4090014,7367746,7603921,11135980,9535350,10631014
2562,FiT,9,แพร่, 4 ,แพร่,พลังงานแสงอาทิตย์,13,1643760,1591740,1801500,1801740,1719060,1538040,1330260,1300620,1728540,1984500,1876620,1860540
2562,Solar PV Rooftop,65,กระบี่, 3 ,กระบี่,พลังงานแสงอาทิตย์,0.0099,886,1022,1173,1105,970,930,987,836,862,839,796,746
2562,Solar PV Rooftop,56,กาญจนบุรี, 7 ,กาญจนบุรี,พลังงานแสงอาทิตย์,1.805975,161565,174151,220799,239205,226271,191695,200198,166529,178447,213839,174302,178585
2562,Solar PV Rooftop,31,กาฬสินธุ์, 2 ,กาฬสินธุ์,พลังงานแสงอาทิตย์,0.37022,25843,23728,29768,30761,28975,31042,28545,24046,27594,30755,25262,26305
2562,Solar PV Rooftop,10,กำแพงเพชร, 4 ,กำแพงเพชร,พลังงานแสงอาทิตย์,0.08945,6785,7295,9347,10804,11123,9873,9112,7667,8934,9077,7563,7895
2562,Solar PV Rooftop,20,ขอนแก่น, 2 ,ขอนแก่น,พลังงานแสงอาทิตย์,2.235505,251174,221624,275219,293803,285613,282282,266067,231926,261020,294499,258830,267725
2562,Solar PV Rooftop,48,จันทบุรี, 6 ,จันทบุรี,พลังงานแสงอาทิตย์,0.92294,73790,74604,89604,89750,72000,66529,77336,68186,73277,93684,92589,94052
2562,Solar PV Rooftop,51,ฉะเชิงเทรา, 6 ,ฉะเชิงเทรา,พลังงานแสงอาทิตย์,1.300483,132737,140176,173512,175205,143273,144354,156058,149217,139549,164847,159080,164722
2562,Solar PV Rooftop,47,ชลบุรี, 6 ,ชลบุรี,พลังงานแสงอาทิตย์,3.922465,396850,416467,516816,523191,434664,427223,479101,445533,381064,430220,437899,426010
2562,Solar PV Rooftop,17,ชัยนาท, 4 ,ชัยนาท,พลังงานแสงอาทิตย์,0.320575,26878,26487,34273,36791,36996,34269,33749,27922,30803,35625,30766,32530
2562,Solar PV Rooftop,37,ชัยภูมิ, 2 ,ชัยภูมิ,พลังงานแสงอาทิตย์,1.0704,96899,94220,116004,102390,116853,121574,104431,87846,107313,116842,106430,89431
2562,Solar PV Rooftop,61,ชุมพร, 3 ,ชุมพร,พลังงานแสงอาทิตย์,5.39065,519851,597830,704111,685586,584303,501339,512569,468047,459561,522437,477807,470475
2562,Solar PV Rooftop,64,ตรัง, 3 ,ตรัง,พลังงานแสงอาทิตย์,0.07978,7715,8347,9226,8372,7197,6149,5797,5794,6496,5811,5831,6680
2562,Solar PV Rooftop,50,ตราด, 6 ,ตราด,พลังงานแสงอาทิตย์,0.179415,16284,16487,20225,18698,15136,13061,15668,11276,12163,16515,16752,17337
2562,Solar PV Rooftop,11,ตาก, 4 ,ตาก,พลังงานแสงอาทิตย์,0.0241,1781,1737,2294,2934,2523,2444,2325,1752,2098,2394,1910,2153
2562,Solar PV Rooftop,43,นครนายก, 5 ,นครนายก,พลังงานแสงอาทิตย์,0.09155,7162,6922,8338,8979,8627,7008,7491,6511,6795,8364,6909,7105
2562,Solar PV Rooftop,54,นครปฐม, 7 ,นครปฐม,พลังงานแสงอาทิตย์,1.913365,161202,180544,223934,221893,214444,181378,200049,171522,168908,187719,170469,172399
2562,Solar PV Rooftop,21,นครพนม, 2 ,นครพนม,พลังงานแสงอาทิตย์,0.0498,5415,4510,5216,4925,4518,4367,4218,3048,4409,5531,4398,5331
2562,Solar PV Rooftop,35,นครราชสีมา, 2 ,นครราชสีมา,พลังงานแสงอาทิตย์,5.480428,464273,419038,547796,542539,504657,538681,538747,471609,487150,506638,480967,488358
2562,Solar PV Rooftop,63,นครศรีธรรมราช, 3 ,นครศรีธรรมราช,พลังงานแสงอาทิตย์,1.82874,139678,173961,223729,214311,213518,192851,203158,188899,175399,171133,143554,143361
2562,Solar PV Rooftop,15,นครสวรรค์, 4 ,นครสวรรค์,พลังงานแสงอาทิตย์,2.24778,222459,224365,268060,271981,272952,263352,248360,210242,238062,263144,245647,241884
2562,Solar PV Rooftop,74,นราธิวาส, 3 ,นราธิวาส,พลังงานแสงอาทิตย์,0.0096,1173,1363,1561,1462,1272,1083,1214,1209,0,1147,1002,1021
2562,Solar PV Rooftop,8,น่าน, 4 ,น่าน,พลังงานแสงอาทิตย์,0.21802,17981,18570,20539,22022,21777,20486,17640,16249,20063,23665,20176,20733
2562,Solar PV Rooftop,26,บึงกาฬ, 2 ,บึงกาฬ,พลังงานแสงอาทิตย์,0.20129,14640,12129,13870,15654,13014,12655,12699,10540,13816,16754,15220,16098
2562,Solar PV Rooftop,36,บุรีรัมย์, 2 ,บุรีรัมย์,พลังงานแสงอาทิตย์,1.42681,154136,130749,163163,170928,170387,174777,163974,138815,146556,158829,120011,129017
2562,Solar PV Rooftop,42,ปทุมธานี, 5 ,ปทุมธานี,พลังงานแสงอาทิตย์,1.72187,158477,148046,180220,189435,184632,160869,175069,151992,159049,178884,167032,166701
2562,Solar PV Rooftop,60,ประจวบคีรีขันธ์, 7 ,ประจวบคีรีขันธ์,พลังงานแสงอาทิตย์,2.23326,235517,254183,278823,283763,253446,159179,219991,128789,157000,225826,199869,256670
2562,Solar PV Rooftop,53,ปราจีนบุรี, 6 ,ปราจีนบุรี,พลังงานแสงอาทิตย์,0.074685,6921,6539,7774,8578,7625,6961,7403,6377,6676,8087,7034,6895
2562,Solar PV Rooftop,70,ปัตตานี, 3 ,ปัตตานี,พลังงานแสงอาทิตย์,0.03496,3638,3970,4400,3797,3344,2514,3379,3634,3502,3595,3078,2985
2562,Solar PV Rooftop,39,พระนครศรีอยุธยา, 5 ,พระนครศรีอยุธยา,พลังงานแสงอาทิตย์,1.523535,130327,129415,141867,164290,164740,150426,158814,132867,132200,150066,125462,143366
2562,Solar PV Rooftop,5,พะเยา, 4 ,พะเยา,พลังงานแสงอาทิตย์,0.08379,7272,7591,7932,8016,8045,7726,6561,6455,7629,7559,7210,7533
2562,Solar PV Rooftop,68,พังงา, 3 ,พังงา,พลังงานแสงอาทิตย์,0.14282,13939,15502,16506,14786,11908,10787,12019,9854,11531,12928,12283,13574
2562,Solar PV Rooftop,71,พัทลุง, 3 ,พัทลุง,พลังงานแสงอาทิตย์,0.12635,10683,12092,14041,13136,12335,10026,10712,10366,10395,10118,9181,9271
2562,Solar PV Rooftop,13,พิจิตร, 4 ,พิจิตร,พลังงานแสงอาทิตย์,1.42598,135043,127632,171610,177170,176457,160047,149502,128663,152567,165676,146147,138271
2562,Solar PV Rooftop,7,พิษณุโลก, 4 ,พิษณุโลก,พลังงานแสงอาทิตย์,1.56243,143848,151681,178083,187982,189820,172345,153034,131759,159864,164642,147723,140592
2562,Solar PV Rooftop,67,ภูเก็ต, 3 ,ภูเก็ต,พลังงานแสงอาทิตย์,0.32222,35794,36615,37183,32770,29141,25414,29479,28879,30163,31134,29664,35969
2562,Solar PV Rooftop,32,มหาสารคาม, 2 ,มหาสารคาม,พลังงานแสงอาทิตย์,0.54132,66777,59512,71119,73182,65463,66609,66040,59184,65569,73862,66092,69272
2562,Solar PV Rooftop,34,มุกดาหาร, 2 ,มุกดาหาร,พลังงานแสงอาทิตย์,1.35737,149294,129305,159567,150928,141465,148380,125498,108383,125685,157277,131774,146161
2562,Solar PV Rooftop,69,ยะลา, 3 ,ยะลา,พลังงานแสงอาทิตย์,0.0299,3025,3465,3976,3418,3464,3071,3353,3271,3047,3085,2367,2411
2562,Solar PV Rooftop,29,ยโสธร, 2 ,ยโสธร,พลังงานแสงอาทิตย์,0.02942,2862,2568,3157,3139,3060,2977,2718,2239,2518,3033,2249,2206
2562,Solar PV Rooftop,62,ระนอง, 3 ,ระนอง,พลังงานแสงอาทิตย์,0.08,4233,4827,8340,7863,6765,5260,6060,4262,5152,5255,5195,5120
2562,Solar PV Rooftop,49,ระยอง, 6 ,ระยอง,พลังงานแสงอาทิตย์,3.0921,292436,305161,366899,370589,302408,294336,342709,295049,264316,321902,321382,322038
2562,Solar PV Rooftop,58,ราชบุรี, 7 ,ราชบุรี,พลังงานแสงอาทิตย์,0.41704,34488,38477,45989,44896,43354,36671,38303,33362,36031,40410,34584,36040
2562,Solar PV Rooftop,30,ร้อยเอ็ด, 2 ,ร้อยเอ็ด,พลังงานแสงอาทิตย์,0.132035,14936,12562,15057,15174,14868,14895,13481,11964,13779,16164,13882,14733
2562,Solar PV Rooftop,45,ลพบุรี, 5 ,ลพบุรี,พลังงานแสงอาทิตย์,4.845905,489369,493874,607046,610045,573030,539976,547015,448216,510459,581462,510927,528248
2562,Solar PV Rooftop,4,ลำปาง, 4 ,ลำปาง,พลังงานแสงอาทิตย์,1.842545,169425,180309,209361,219313,203330,183455,168331,117542,154949,151519,70408,134421
2562,Solar PV Rooftop,2,ลำพูน, 4 ,ลำพูน,พลังงานแสงอาทิตย์,1.56049,155751,163233,184482,180716,173936,155583,148731,113963,123737,156643,152441,67909
2562,Solar PV Rooftop,33,ศรีสะเกษ, 2 ,ศรีสะเกษ,พลังงานแสงอาทิตย์,0.25911,27712,23610,24621,27591,25825,25287,25075,22223,23759,28005,24770,25799
2562,Solar PV Rooftop,22,สกลนคร, 2 ,สกลนคร,พลังงานแสงอาทิตย์,0.354905,34552,29303,37218,35483,32976,37074,32315,25309,31176,40527,32731,33481
2562,Solar PV Rooftop,73,สงขลา, 3 ,สงขลา,พลังงานแสงอาทิตย์,1.598335,165634,183123,210157,183872,173449,158526,166693,164798,154198,156893,145910,156765
2562,Solar PV Rooftop,72,สตูล, 3 ,สตูล,พลังงานแสงอาทิตย์,0.354925,36346,37575,41965,36875,32824,29216,31795,30414,30397,29904,29256,35535
2562,Solar PV Rooftop,57,สมุทรสงคราม, 7 ,สมุทรสงคราม,พลังงานแสงอาทิตย์,1.03504,107624,124045,144236,150042,140418,118967,117959,103118,101534,122174,107401,113331
2562,Solar PV Rooftop,55,สมุทรสาคร, 7 ,สมุทรสาคร,พลังงานแสงอาทิตย์,1.5885775,181959,195452,236012,247533,242460,217686,225825,198564,177242,216288,184703,191737
2562,Solar PV Rooftop,40,สระบุรี, 5 ,สระบุรี,พลังงานแสงอาทิตย์,1.20855,121158,120005,148108,156804,149638,136361,143815,121436,121251,141034,122851,123169
2562,Solar PV Rooftop,52,สระแก้ว, 6 ,สระแก้ว,พลังงานแสงอาทิตย์,0.071345,6292,5850,7157,7824,7480,6335,6700,5716,5712,6829,6149,6289
2562,Solar PV Rooftop,46,สิงห์บุรี, 5 ,สิงห์บุรี,พลังงานแสงอาทิตย์,0.08986,8488,8697,10616,11087,11101,9976,9953,8760,9060,10547,8996,8966
2562,Solar PV Rooftop,44,สุพรรณบุรี, 5 ,สุพรรณบุรี,พลังงานแสงอาทิตย์,0.4241,36968,38168,47961,50937,50862,46460,45283,39698,42897,49688,41541,40920
2562,Solar PV Rooftop,44,สุพรรณบุรี, 5 ,สุราษฎร์ธานี,พลังงานแสงอาทิตย์,2.534645,243433,278657,304705,280474,276565,259826,279359,245236,228254,219204,221735,218372
2562,Solar PV Rooftop,38,สุรินทร์, 2 ,สุรินทร์,พลังงานแสงอาทิตย์,2.13473,239610,215931,248246,261845,261260,245770,260568,223530,228055,250496,208100,232514
2562,Solar PV Rooftop,12,สุโขทัย, 4 ,สุโขทัย,พลังงานแสงอาทิตย์,0.09836,7662,7855,9707,9899,10011,9234,10068,7580,9174,9879,8665,8304
2562,Solar PV Rooftop,24,หนองคาย, 2 ,หนองคาย,พลังงานแสงอาทิตย์,0.559854,46755,42814,49483,53050,45235,45795,45137,37773,47945,50110,43278,47124
2562,Solar PV Rooftop,24,หนองคาย, 2 ,หนองบัวลําภู,พลังงานแสงอาทิตย์,0.09047,5565,5311,7477,8096,6844,7064,6554,5553,6981,7151,6547,6590
2562,Solar PV Rooftop,28,อำนาจเจริญ, 2 ,อำนาจเจริญ,พลังงานแสงอาทิตย์,0.2815,20060,17003,18710,20238,19570,20406,18603,16233,18721,21696,18191,19042
2562,Solar PV Rooftop,19,อุดรธานี, 2 ,อุดรธานี,พลังงานแสงอาทิตย์,1.0166762,78844,71322,88933,95567,82207,87881,85826,72499,83972,89676,76925,82387
2562,Solar PV Rooftop,14,อุตรดิตถ์, 4 ,อุตรดิตถ์,พลังงานแสงอาทิตย์,0.48896,41690,42503,51277,54883,54958,47419,45096,36774,47752,52905,45116,42657
2562,Solar PV Rooftop,18,อุทัยธานี, 4 ,อุทัยธานี,พลังงานแสงอาทิตย์,0.21097,16813,15564,22286,26269,25718,21978,22331,17422,20336,23321,19062,18808
2562,Solar PV Rooftop,27,อุบลราชธานี, 2 ,อุบลราชธานี,พลังงานแสงอาทิตย์,2.34831,242395,212870,238984,260118,252904,308137,232692,196672,211582,239381,219341,234846
2562,Solar PV Rooftop,41,อ่างทอง, 5 ,อ่างทอง,พลังงานแสงอาทิตย์,0.10672,9678,9441,11419,12265,12487,11308,11091,10010,10142,11970,10362,10401
2562,Solar PV Rooftop,3,เชียงราย, 4 ,เชียงราย,พลังงานแสงอาทิตย์,0.17594,15160,16076,16322,16979,17640,15904,14662,15122,17333,17248,14905,14573
2562,Solar PV Rooftop,1,เชียงใหม่, 4 ,เชียงใหม่,พลังงานแสงอาทิตย์,1.42421,126478,130242,138713,144503,148214,134789,120268,110120,133052,143939,127611,126866
2562,Solar PV Rooftop,59,เพชรบุรี, 7 ,เพชรบุรี,พลังงานแสงอาทิตย์,2.58205,243355,269387,313520,322803,293093,257900,263489,229304,243055,293852,264615,278192
2562,Solar PV Rooftop,16,เพชรบูรณ์, 4 ,เพชรบูรณ์,พลังงานแสงอาทิตย์,0.49315,50910,48384,60201,62851,58906,59096,55054,46938,58275,63191,54294,53802
2562,Solar PV Rooftop,23,เลย, 2 ,เลย,พลังงานแสงอาทิตย์,0.36299,27035,26843,32234,35486,30981,32348,31672,26061,33112,33028,31901,31495
2562,Solar PV Rooftop,9,แพร่, 4 ,แพร่,พลังงานแสงอาทิตย์,2.892465,254370,267088,316162,329620,322214,316654,282845,218528,286615,324293,289865,287295
2562,Solar PV Rooftop,6,แม่ฮ่องสอน, 4 ,แม่ฮ่องสอน,พลังงานแสงอาทิตย์,0.24259,18985,21366,23026,22166,21341,19043,17532,14750,17517,20192,18783,17997
2562,พพ,5,พะเยา, 4 ,โครงการแม่ผง,พลังงานน้ำ,0.86,442697,213771,152323,169465,117713,193612,124989,117775,172974,95865,66085,71316
2562,พพ,3,เชียงราย, 4 ,โครงการห้วยน้ำขุ่น,พลังงานน้ำ,1.7,589667,522400,424833,287720,272606,333873,295960,576593,596920,573520,493686,405646
2562,พพ,6,แม่ฮ่องสอน, 4 ,โครงการแม่สะเรียง,พลังงานน้ำ,1.25,296633,188019,79852,64041,36045,105679,221776,88583,114816,210564,272934,191584
2562,พพ,6,แม่ฮ่องสอน, 4 ,โครงการแม่สะง่า,พลังงานน้ำ,5.04,1775800,1096540,990540,749676,1035070,1742600,2483620,3912280,3891360,3932600,3101400,1688340
2562,พพ,1,เชียงใหม่, 4 ,โครงการบ่อแก้ว,พลังงานน้ำ,0.2,33196,16560,2876,448,12768,18064,2980,14992,18968,30596,34228,20676
2562,พพ,1,เชียงใหม่, 4 ,โครงการแม่สาป,พลังงานน้ำ,1.36,106965,28624,2644,-356,2864,1851,20688,222910,366359,144268,80468,28938
2562,พพ,1,เชียงใหม่, 4 ,โครงการแม่หาด,พลังงานน้ำ,0.818,404982,262702,169393,74692,103262,226472,241632,383622,403180,413491,371671,250311
2562,พพ,1,เชียงใหม่, 4 ,โครงการแม่ตืน,พลังงานน้ำ,0.25,-430,-497,-275,-308,-300,-266,-301,-279,-280,-349,-338,-381
2562,พพ,1,เชียงใหม่, 4 ,โครงการฝาง,พลังงานน้ำ,4.33,1364267,851360,764000,643307,734400,712853,599840,1150773,1309013,551893,139520,298133
2562,พพ,4,ลำปาง, 4 ,โครงการกิ่วลม,พลังงานน้ำ,0.35,116761,44035,38307,51678,25120,27456,91212,51460,36855,48272,29667,13438
2562,พพ,7,พิษณุโลก, 4 ,โครงการน้ำขะมึน,พลังงานน้ำ,1.03,68400,20560,6010,-5425,48775,225865,590410,642775,596930,439660,151850,8235
2562,พพ,11,ตาก, 4 ,โครงการห้วยแม่สอด,พลังงานน้ำ,0.66,0,-1400,-1970,-1770,-1930,-1930,-1970,-1870,-1770,-1920,-1760,-1980
