COUNTRY_ZONE,PROVINCE,EGAT_SUB,PEA_SUB,FUEL,FUEL2,CONTRACTED_CAP_MW,ก่อนปรับ,
ภาคเหนือ,กำแพงเพชร,SLB,คลองขลุง,Biomass,,26.6,,
ภาคเหนือ,กำแพงเพชร,SLB,สถานีไฟฟ้าสลกบาตร – สถานีไฟฟ้าคลองขลุง,Biomass,,9.5,,
ภาคเหนือ,กำแพงเพชร,SLB,สลกบาตร,Biogas,,9,,
ภาคเหนือ,กำแพงเพชร,SLB,สลกบาตร,Biomass,,8,,
ภาคเหนือ,ชัยนาท,DBN,หันคา,Biogas,,0.99,,
ภาคเหนือ,ชัยนาท,DBN,หันคา,Biomass,,0.85,,
ภาคเหนือ,ชัยนาท,MR,ชัยนาท,Biomass,,3,,
ภาคเหนือ,ชัยนาท,MR,ชัยนาท,Solar Farm,,6.5,,
ภาคเหนือ,ชัยนาท,MR,มโนรมย์,Biomass,,1.79,,
ภาคเหนือ,เชียงราย,MCN,แม่จัน,Solar Farm,,8,,
ภาคเหนือ,เชียงราย,THG,,Biogas,,24,,
ภาคเหนือ,เชียงราย,THG,เชียงของ,Biomass,,0.135,,
ภาคเหนือ,เชียงใหม่,CM3,เชียงใหม่ 3,Biogas,,1,,
ภาคเหนือ,เชียงใหม่,CTG,ฮอด,MSW,,2,,
ภาคเหนือ,เชียงใหม่,CTG,ฮอด,Solar ราชการ/สหกรณ์การเกษตร 1,,5,,
ภาคเหนือ,เชียงใหม่,LN2,ดอยสะเก็ด,Hydro (เล็ก),,0.03,,
ภาคเหนือ,เชียงใหม่,MTG,แม่แตง,Biogas,,1,,
ภาคเหนือ,เชียงใหม่,MTG,แม่แตง,Hydro (เล็ก),,0.035,,
ภาคเหนือ,เชียงใหม่,MTG,แม่แตง,Solar Farm,,1.92,,
ภาคเหนือ,ตาก,BB,เขื่อนภูมิพล,Solar Farm,,8,,
ภาคเหนือ,ตาก,BB,ตาก,Solar Farm,,8,,
ภาคเหนือ,ตาก,MAE SOT (22 kV),แม่สอด,Solar Farm,,5.95,,
ภาคเหนือ,ตาก,MS,แม่สอด,Biogas,,0.95,,
ภาคเหนือ,ตาก,MS,แม่สอด,Biomass,,8,,
ภาคเหนือ,ตาก,MS,แม่สอด,MSW,,1.25,,
ภาคเหนือ,ตาก,MS,แม่สอด,Solar Farm,,5.25,,
ภาคเหนือ,นครสวรรค์,NS,ท่าตะโก,Solar Farm,,8,,
ภาคเหนือ,นครสวรรค์,NS,นครสวรรค์ 1,Biomass,,2.5,,
ภาคเหนือ,นครสวรรค์,NS,ลาดยาว,Biomass,,8,,
ภาคเหนือ,นครสวรรค์,NS,ลาดยาว,Solar Farm,,7.03,,
ภาคเหนือ,นครสวรรค์,SLB,ลาดยาว,Solar Farm,,8,,
ภาคเหนือ,นครสวรรค์,SLB,สลกบาตร,Solar Farm,,6.5,,
ภาคเหนือ,นครสวรรค์,TK2,ตาคลี 2,Biomass,,11,,
ภาคเหนือ,นครสวรรค์,TK2,ตาคลี 2,Solar Farm,,1.1,,
ภาคเหนือ,นครสวรรค์,TTK,ท่าตะโก,Biogas,,0.85,,
ภาคเหนือ,นครสวรรค์,TTK,หนองบัว,Biomass,,1.8,,
ภาคเหนือ,นครสวรรค์,TTK,หนองบัว,MSW,,9,,
ภาคเหนือ,พะเยา,PY,,Biomass,,1.75,,
ภาคเหนือ,พะเยา,PY,พะเยา,Solar ราชการ/สหกรณ์การเกษตร 2,,5,,
ภาคเหนือ,พิจิตร,AKR,ตะพานหิน,Solar Farm,,33.8,,
ภาคเหนือ,พิจิตร,BMN,โพธิ์ไทรงาม (ชั่วคราว),Biomass,,8,,
ภาคเหนือ,พิจิตร,PC,พิจิตร,Biomass,,6,,
ภาคเหนือ,พิจิตร,PC,พิจิตร,MSW,,0.2,,
ภาคเหนือ,พิจิตร,PC,พิจิตร,Solar Farm,,5.95,,
ภาคเหนือ,พิจิตร,PC,วชิรบารมี(ชั่วคราว),IND,,4.88,,
ภาคเหนือ,พิจิตร,PHICHIT (22 kV),พิจิตร,Solar Farm,,6,,
ภาคเหนือ,พิจิตร,PL2,วชิรบารมี(ชั่วคราว),Solar Farm,,4.5,,
ภาคเหนือ,พิจิตร,PL4,พิษณุโลก4-วชิรบารมี/ระบบ 115 kV,MSW,,9,,
ภาคเหนือ,พิษณุโลก,PC,พิจิตร,Biomass,,8,,
ภาคเหนือ,พิษณุโลก,PL2,พรหมพิราม,Biomass,,4.5,,
ภาคเหนือ,เพชรบูรณ์,BGS,บึงสามพัน,Solar Farm,,9.5,,
ภาคเหนือ,เพชรบูรณ์,BGS,วิเชียรบุรี,Biomass,,8,,
ภาคเหนือ,เพชรบูรณ์,BGS,วิเชียรบุรี,Solar Farm,,8,,
ภาคเหนือ,เพชรบูรณ์,BGS,วิเชียรบุรี,Solar ราชการ/สหกรณ์การเกษตร 2,,1.75,,
ภาคเหนือ,เพชรบูรณ์,CBD,วิเชียรบุรี,Biomass,,8,,
ภาคเหนือ,เพชรบูรณ์,PE,ชนแดน,Solar Farm,,7.4,,
ภาคเหนือ,เพชรบูรณ์,PE,ชนแดน,Solar ราชการ/สหกรณ์การเกษตร 2,,2.25,,
ภาคเหนือ,เพชรบูรณ์,PE,เพชรบูรณ์,Solar Farm,,8.02,,
ภาคเหนือ,แพร่,PR,เด่นชัย,Biomass,,8.92,,
ภาคเหนือ,แพร่,PR,แพร่,Solar ราชการ/สหกรณ์การเกษตร 2,,5,,
ภาคเหนือ,แพร่,PR,ร้องกวาง,Biomass,,8,,
ภาคเหนือ,แพร่,PR,ร้องกวาง,Solar Farm,,8,,
ภาคเหนือ,แม่ฮ่องสอน,CTG,ฮอด,Solar Farm,,3.84,,
ภาคเหนือ,ลำปาง,HC,แจ้ห่ม,Solar Farm,,7,,
ภาคเหนือ,ลำปาง,LP1,ลำปาง 1,Biomass,,6,,
ภาคเหนือ,ลำปาง,LP1,ลำปาง 1,Solar Farm,,1,,
ภาคเหนือ,ลำปาง,LP1,ห้างฉัตร,Solar Farm,,0.96,,
ภาคเหนือ,ลำปาง,TE,เถิน,Biomass,,8,,
ภาคเหนือ,ลำปาง,TE,เถิน,Solar Farm,,1,,
ภาคเหนือ,ลำพูน,CTG,บ้านโฮ่ง,Solar Farm,,8,,
ภาคเหนือ,ลำพูน,CTG,ลี้,Solar Farm,,0.0027,,
ภาคเหนือ,ลำพูน,LN2,ลำพูน 3,Biomass,,8,,
ภาคเหนือ,ลำพูน,LN2,ลำพูน 3,Solar Farm,,1.92,,
ภาคเหนือ,สุโขทัย,PL2,พิษณุโลก 2,RE - Others,,0.9,,
ภาคเหนือ,สุโขทัย,SL,ศรีสัชนาลัย,Solar Farm,,8,,
ภาคเหนือ,สุโขทัย,ST,สุโขทัย,RE - Others,,3.6,,
ภาคเหนือ,สุโขทัย,UT,ศรีสัชนาลัย,Biomass,,8,,
ภาคเหนือ,อุตรดิตถ์,PL2,พิชัย,Biomass,,12.5,,
ภาคเหนือ,อุตรดิตถ์,SK,สิริกิติ์,Biomass,,0.26,,
ภาคเหนือ,อุตรดิตถ์,UT,อุตรดิตถ์,Biomass,,3,,
ภาคเหนือ,อุทัยธานี,AT2,ด่านช้าง,Biomass,,8,,
ภาคเหนือ,อุทัยธานี,MR,หนองฉาง,Biogas,,4,,
ภาคเหนือ,อุทัยธานี,MR,หนองฉาง,Biomass,,15,,
ภาคเหนือ,อุทัยธานี,NS,อุทัยธานี,Biomass,,8,,
