PROJECT_COUNT,REPORT_MONTH,G_PROJECT_KEY,ERC_CD,ORG,PROJECT_NAME,CONTRACT_STATUS,INSTALLED_CAP_MW,REPORTED_INST_CAP_MW,CONTRACTED_CAP_MW,PROJECT_TYPE,CONTRACT_TYPE,TECHNOLOGY_A_GROUP_1,TECHNOLOGY_A_GROUP_2,TECHNOLOGY_B_GROUP_1,TECHNOLOGY_B_GROUP_2,PRIMARY_FUEL_A_GROUP_1,PRIMARY_FUEL_A_GROUP_3,PRIMARY_FUEL_A_DETAIL,UTILIZATION,SCOD,COD,LICENSINGNO,EGAT_SYS_GEN,ERC_DISTRICT_NO,ERC_DISTRICT,PROVINCE,DISTRICT,SUBDISTRICT,COUNTRY_ZONE,IS_SHARING_LIC,SPP_VSPP_PLANT_CD,PPA_CONTRACT_NO,DISPLAY_ADDR,SPP_VSPP_ROWID,LINK_KV,SUBSTATION,EGAT_SUB,SOURCE
1,Sep 2022,1015,1121126,PEA,บจก.เอ็น.พี.เอส. สตาร์กรุ๊ป,COD แล้ว,5.5,6,6,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42488,กกพ 01-1(1)/59-574,NO   ,7,เขตที่ 7 (สระบุรี),สระแก้ว,วังน้ำเย็น,วังน้ำเย็น,ภาคกลาง,NO   ,PEA-1031-VNE2-110,PVF1-PEA-075/2558,เลขที่ 6 หมู่ที่ 15 ตำบลวังน้ำเย็น อำเภอวังน้ำเย็น จังหวัดสระแก้ว รหัสไปรษณีย์ 27210,11809,22,วังน้ำเย็น,WNK,gis
1,Sep 2022,1018,1121129,PEA,บจก.เอ็นเค เพาเวอร์โซล่า,COD แล้ว,1.152,0.94,0.94,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,41496,41597,กกพ 01-1(1)/56-314,NO   ,9,เขตที่ 9 (กาญจนบุรี),กาญจนบุรี,บ่อพลอย,หนองกุ่ม,ภาคกลาง,NO   ,PEA-0815-VC3-110,VSPP-PEA-040/2555,"เลขที่ 111, 111/1 หมู่ที่ 8 ตำบลหนองกุ่ม อำเภอบ่อพลอย จังหวัดกาญจนบุรี รหัสไปรษณีย์ 71160",10535,22,บ่อพลอย,KB2,vlook
1,Sep 2022,102,1120344,PEA,โรงไฟฟ้าพลังงานแสงอาทิตย์ จี-พาวเวอร์ ซอร์ซ สาขาดงคอน,COD แล้ว,7.644,6.5,6.5,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,40998,40973,กกพ 01-1(1)/55-185,NO   ,3,เขตที่ 3 (นครสวรรค์),ชัยนาท,สรรคบุรี,ดงคอน,ภาคเหนือ,NO   ,PEA-0327-VN3-110,VSPP-PEA 012/2552,เลขที่ 111/1 หมู่ที่ 11 ตำบลดงคอน อำเภอสรรคบุรี จังหวัดชัยนาท รหัสไปรษณีย์ 17140,10814,22,ชัยนาท,MR,vlook
1,Sep 2022,103,1120282,PEA,โรงไฟฟ้าพลังงานแสงอาทิตย์ จี-พาวเวอร์ ซอร์ซ สาขาตาสัง,COD แล้ว,7.644,6.84,6.5,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,40816,40970,กกพ 01-1(1)/54-172,NO   ,3,เขตที่ 3 (นครสวรรค์),นครสวรรค์,บรรพตพิสัย,ตาสัง,ภาคเหนือ,NO   ,PEA-0328-VN3-110,VSPP-PEA 011/2552,เลขที่ 11และ11/1 หมู่ที่ 2 ตำบลตาสัง อำเภอบรรพตพิสัย จังหวัดนครสวรรค์ รหัสไปรษณีย์ 60180,11588,22,ลาดยาว,NS,vlook
1,Sep 2022,1034,1121145,PEA,บจก.เอ็นเนอร์จี เซิฟ,COD แล้ว,4.95,5.95,5.95,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42551,กกพ 01-1(1)/59-620,NO   ,2,เขตที่ 2 (พิษณุโลก),ตาก,ท่าสองยาง,แม่ต้าน,ภาคเหนือ,NO   ,PEA-1050-VN2-110,PVF1-PEA-009/2558,เลขที่ 528 หมู่ที่ 2 ตำบลแม่ต้าน อำเภอท่าสองยาง จังหวัดตาก รหัสไปรษณีย์ 63150,11529,22,แม่สอด,MAE SOT (22 kV),vlook
1,Sep 2022,1036,1121147,PEA,บจก.เอ็นเนอร์จี พลัส (สาขา 1),COD แล้ว,1.414,1.416,1.347,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biogas,ก๊าซชีวภาพ,Power Generation,41600,41697,กกพ 01-1(1)/56-324,NO   ,5,เขตที่ 5 (อุบลราชธานี),ร้อยเอ็ด,โพนทอง,หนองใหญ่,ภาคตะวันออกเฉียงเหนือ,NO   ,PEA-1172-VNE2-515,VSPP-PEA 123/2555,เลขที่ 381 ถนนนิคมดำริห์ ตำบลหนองใหญ่ อำเภอโพนทอง จังหวัดร้อยเอ็ด รหัสไปรษณีย์ 45110,11481,22,โพนทอง,POT,vlook
1,Sep 2022,1037,1121148,PEA,บจก.เอ็นเนอร์จี พลัส (สาขา 2),COD แล้ว,5.378,2.832,2.706,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biogas,ก๊าซชีวภาพ,Power Generation,41600,41789,กกพ 01-1(1)/52-043,NO   ,6,เขตที่ 6 (นครราชสีมา),นครราชสีมา,เมืองนครราชสีมา,หนองบัวศาลา,ภาคตะวันออกเฉียงเหนือ,YES  ,PEA-1173-VNE3-515,VSPP-PEA 124/2555,"เลขที่ 547, 574 หมู่ที่ 4 ถนนสายราชสีมา - โชคชัย (กม.9) ตำบลหนองบัวศาลา อำเภอเมืองนครราชสีมา จังหวัดนครราชสีมา รหัสไปรษณีย์ 30000",11070,22,นครราชสีมา 4,NR2,vlook
1,Sep 2022,1038,1121149,PEA,บจก.เอ็นเนอร์จี พลัส (สาขา 3),COD แล้ว,3.6,3.6,2.294,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biogas,ก๊าซชีวภาพ,Power Generation,41594,41849,กกพ 01-1(1)/57-359,NO   ,6,เขตที่ 6 (นครราชสีมา),นครราชสีมา,หนองบุญมาก,หนองหัวแรต,ภาคตะวันออกเฉียงเหนือ,NO   ,PEA-1171-VNE3-515,VSPP-PEA 125/2555,เลขที่ 348 หมู่ที่ 4 ถนนหมายเลข 24-หนองยายเทียม ตำบลหนองหัวแรต อำเภอหนองบุญมาก จังหวัดนครราชสีมา รหัสไปรษณีย์ 30410,11812,22,หนองกี่,NR3,vlook
1,Sep 2022,104,1120279,PEA,โรงไฟฟ้าพลังงานแสงอาทิตย์ จี-พาวเวอร์ ซอร์ซ สาขาตาขีด,COD แล้ว,7.644,6.84,6.5,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,40816,40969,กกพ 01-1(1)/54-160,NO   ,3,เขตที่ 3 (นครสวรรค์),นครสวรรค์,บรรพตพิสัย,ตาขีด,ภาคเหนือ,NO   ,PEA-0329-VN3-110,VSPP-PEA 010/2552,เลขที่ 11/1 หมู่ที่ 5 ตำบลตาขีด อำเภอบรรพตพิสัย จังหวัดนครสวรรค์ รหัสไปรษณีย์ 60180,11743,22,สลกบาตร,SLB,vlook
1,Sep 2022,1043,1121154,PEA,บจก.เอพลัส เพาเวอร์,COD แล้ว,1.894,1.8,1.5,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biomass,เศษวัสดุ,Power Generation,41827,42188,กกพ 01-1(1)/57-391,NO   ,3,เขตที่ 3 (นครสวรรค์),ลพบุรี,หนองม่วง,ดงดินแดง,ภาคเหนือ,NO   ,PEA-0592-VN3-416,VSPP-PEA-047/2551,เลขที่ 87 หมู่ที่ 5 ตำบลดงดินแดง อำเภอหนองม่วง จังหวัดลพบุรี รหัสไปรษณีย์ 15170,10786,22,โคกสำโรง,LB2,vlook
1,Sep 2022,105,1120547,PEA,บริษัท ชัยภัทรพันธุ์,COD แล้ว,0.042,0.042,0.042,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,40786,40026,Exempt,NO   ,7,เขตที่ 7 (สระบุรี),ปทุมธานี,คลองหลวง,คลองสี่,ภาคกลาง,NO   ,PEA-0014-VC1-110,VSPP-PEA-C1 0004/2551,ต.คลองสี่ อ.คลองหลวง จ.ปทุมธานี,10759,22,คลองหลวง,LLA,vlook
1,Sep 2022,106,1120665,PEA,บริษัท เชียงราย โซล่าร์ จำกัด,COD แล้ว,9.425,10,8,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,41258,41292,กกพ 01-1(1)/55-242,NO   ,1,เขตที่ 1 (เชียงใหม่),เชียงราย,แม่จัน,ท่าข้าวเปลือก,ภาคเหนือ,NO   ,PEA-0370-VN1-110,VSPP-PEA 353/2552,เลขที่ (33532 33655 33653 3353 33517  หมู่ที่ 6 และ 7 ตำบลท่าข้าวเปลือก อำเภอแม่จัน จังหวัดเชียงราย รหัสไปรษณีย์ 57110,10862,22,แม่จัน,MCN,vlook
1,Sep 2022,107,1120403,PEA,บริษัท เชียงราย นอร์ทวู๊ด,COD แล้ว,1.5,1.5,1,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,40513,41071,Exempt,NO   ,1,เขตที่ 1 (เชียงใหม่),ลำปาง,เถิน,แม่ปะ,ภาคเหนือ,NO   ,PEA-0217-VN1-110,VSPP-PEA N1 9/2551,ต.แม่ปะ อ.เถิน จ.ลำปาง,10979,22,เถิน,TE,vlook
1,Sep 2022,108,1120666,PEA,บริษัท โชคชัยสตาร์ช จำกัด,COD แล้ว,3.372,6,4,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biogas,เหง้ามันสำปะหลัง,Power Generation,41182,41242,กกพ 01-1(1)/55-225,NO   ,3,เขตที่ 3 (นครสวรรค์),อุทัยธานี,บ้านไร่,ทัพหลวง,ภาคเหนือ,NO   ,PEA-0616-VN3-416,VSPP-PEA 088/2551,เลขที่ 224 ตำบลทัพหลวง อำเภอบ้านไร่ จังหวัดอุทัยธานี รหัสไปรษณีย์ 61140,11837,22,หนองฉาง,MR,vlook
1,Sep 2022,109,1120455,PEA,บริษัท ไชโย พลังงานทดแทน,COD แล้ว,1.063,1.063,0.8,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biogas,ก๊าซชีวภาพ,Power Generation,39762,39783,Exempt,NO   ,7,เขตที่ 7 (สระบุรี),อ่างทอง,ไชโย,จรเข้ร้อง,ภาคกลาง,NO   ,PEA-0150-VC1-515,VSPP-PEA-C1 0002/2551,53 หมู่ที่ 3 ต.จรเข้ร้อง อ.ไชโย จ.อ่างทอง 14140,11920,22,อ่างทอง 1,AT1,vlook
1,Sep 2022,1091,1121202,PEA,บจก.เอราวัณ เพาเวอร์ (โครงการ 3),COD แล้ว,0,15,8,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biomass,กากอ้อย,Power Generation,41074,41817,กกพ 01-1(2)/53-056,NO   ,4,เขตที่ 4 (ขอนแก่น),หนองบัวลำภู,นากลาง,นากลาง,ภาคตะวันออกเฉียงเหนือ,YES  ,PEA-0906-VNE1-416,VSPP-PEA-019/2555,เลขที่ 111/11 หมู่ที่ 12 ตำบลนากลาง อำเภอนากลาง จังหวัดหนองบัวลำภู รหัสไปรษณีย์ 39170,11850,22,หนองบัวลำภู,NBL,vlook
1,Sep 2022,1097,1121208,PEA,บจก.เอส อี ซี เอ็นเนอร์ยี่,COD แล้ว,1.2144,1.25,0.99,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,41820,41921,กกพ 01-1(1)/57-388,NO   ,3,เขตที่ 3 (นครสวรรค์),ลพบุรี,โคกสำโรง,เพนียด,ภาคเหนือ,NO   ,PEA-0849-VN3-110,VSPP-PEA-014/2554,เลขที่ 22/22 หมู่ที่ 2 ตำบลเพนียด อำเภอโคกสำโรง จังหวัดลพบุรี รหัสไปรษณีย์ 15120,10787,22,โคกสำโรง,LB2,vlook
1,Sep 2022,110,1120667,PEA,บริษัท ซันทูเอนเนอร์จี,COD แล้ว,1.2,1.2,0.998,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,41352,41240,Exempt,NO   ,4,เขตที่ 4 (ขอนแก่น),อุดรธานี,เมืองอุดรธานี,บ้านเลื่อม,ภาคตะวันออกเฉียงเหนือ,NO   ,PEA-0332-VNE1-110,VSPP-PEANE1 ซ.ND-01-2/2553,ต.บ้านเลื่อม อ.เมือง จ.อุดรธานี,11955,22,อุดรธานี 1,UD1,vlook
1,Sep 2022,1101,1121212,PEA,บจก.เอสเอเอเอ็ม โซลาร์ พาวเวอร์ วัน,COD แล้ว,1.65,2,2,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42368,กกพ 01-1(1)/58-478,NO   ,3,เขตที่ 3 (นครสวรรค์),ลพบุรี,พัฒนานิคม,พัฒนานิคม,ภาคเหนือ,NO   ,PEA-1067-VN3-110,PVF1-PEA-017/2558,เลขที่ 158/1 หมู่ที่ 4 ตำบลพัฒนานิคม อำเภอพัฒนานิคม จังหวัดลพบุรี รหัสไปรษณีย์ 15140,10577,22,พัฒนานิคม,SR6,gis
1,Sep 2022,1103,1121214,PEA,บจก.เอสเอ็มที ไบโอแมส,COD แล้ว,9.4,9.4,8,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biomass,เศษวัสดุ,Power Generation,43013,43200,กกพ 01-1(1)/60-757,NO   ,3,เขตที่ 3 (นครสวรรค์),ลพบุรี,ท่าวุ้ง,เขาสมอคอน,ภาคเหนือ,NO   ,PEA-0895-VN3-416,VSPP-PEA-012/2557,เลขที่ โฉนดที่ดินเลขที่ 23447 ถนนสายเอเชีย กม 86 ตำบลเขาสมอคอน อำเภอท่าวุ้ง จังหวัดลพบุรี รหัสไปรษณีย์ 15180,11766,22,สิงห์บุรี,SI,vlook
1,Sep 2022,1109,1121220,PEA,บจก.เอสทีเอฟอี,COD แล้ว,7.5,8,8,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42398,กกพ 01-1(1)/58-506,NO   ,10,เขตที่ 10 (ราชบุรี),เพชรบุรี,หนองหญ้าปล้อง,ยางน้ำกลัดใต้,ภาคใต้,NO   ,PEA-1360-VNE3-110,PVF1-PEA-115/2558,เลขที่ 163 หมู่ที่ 3 ตำบลยางน้ำกลัดใต้ อำเภอหนองหญ้าปล้อง จังหวัดเพชรบุรี รหัสไปรษณีย์ 76160,11136,22,เขาย้อย 1,KKC,gis
1,Sep 2022,1120,1121231,PEA,บจก.เอสทีม ลิงค์,COD แล้ว,1,1,1,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42488,Exempt,NO   ,7,เขตที่ 7 (สระบุรี),สระแก้ว,เมืองสระแก้ว,โคกปี่ฆ้อง,ภาคกลาง,NO   ,PEA-1086-VC1-110,PVF1-PEA-130/2558,ต.โคกปี่ฆ้อง อ.เมืองสระแก้ว จ.สระแก้ว,11300,22,สระแก้ว,CHK,gis
1,Sep 2022,1121,1121232,PEA,บจก.เอสทีม ลิงค์,COD แล้ว,1,1,1,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42488,Exempt,NO   ,7,เขตที่ 7 (สระบุรี),สระแก้ว,เมืองสระแก้ว,โคกปี่ฆ้อง,ภาคกลาง,NO   ,PEA-1087-VC1-110,PVF1-PEA-131/2558,ต.โคกปี่ฆ้อง อ.เมืองสระแก้ว จ.สระแก้ว,11301,22,สระแก้ว,CHK,gis
1,Sep 2022,1122,1121233,PEA,บจก.เอสพีวี ทู โซลาร์ พาวเวอร์,COD แล้ว,1.65,2,2,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42360,กกพ 01-1(1)/58-485,NO   ,10,เขตที่ 10 (ราชบุรี),ประจวบคีรีขันธ์,กุยบุรี,กุยบุรี,ภาคใต้,NO   ,PEA-1062-VC1-110,PVF1-PEA-132/2558,เลขที่ 342 หมู่ที่ 5 ตำบลกุยบุรี อำเภอกุยบุรี จังหวัดประจวบคีรีขันธ์ รหัสไปรษณีย์ 77150,10572,22,กุยบุรี,PKK,gis
1,Sep 2022,1123,1121234,PEA,บจก.เอสพีวี วัน โซลาร์ พาวเวอร์,COD แล้ว,1.65,2,2,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42368,กกพ 01-1(1)/58-483,NO   ,10,เขตที่ 10 (ราชบุรี),ประจวบคีรีขันธ์,กุยบุรี,กุยบุรี,ภาคใต้,NO   ,PEA-1064-VC1-110,PVF1-PEA-135/2558,เลขที่ 344 หมู่ที่ 5 ตำบลกุยบุรี อำเภอกุยบุรี จังหวัดประจวบคีรีขันธ์ รหัสไปรษณีย์ 77150,10573,22,กุยบุรี,PKK,gis
1,Sep 2022,1124,1121235,PEA,บจก.เอสพีวี วัน โซลาร์ พาวเวอร์,COD แล้ว,1.65,2,2,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42368,กกพ 01-1(1)/58-482,NO   ,10,เขตที่ 10 (ราชบุรี),ประจวบคีรีขันธ์,กุยบุรี,กุยบุรี,ภาคใต้,NO   ,PEA-1065-VC1-110,PVF1-PEA-133/2558,เลขที่ 343 หมู่ที่ 5 ตำบลกุยบุรี อำเภอกุยบุรี จังหวัดประจวบคีรีขันธ์ รหัสไปรษณีย์ 77150,10574,22,กุยบุรี,PKK,gis
1,Sep 2022,1125,1121236,PEA,บจก.เอสพีวี วัน โซลาร์ พาวเวอร์,COD แล้ว,1.65,2,2,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42368,กกพ 01-1(1)/58-484,NO   ,10,เขตที่ 10 (ราชบุรี),ประจวบคีรีขันธ์,กุยบุรี,กุยบุรี,ภาคใต้,NO   ,PEA-1063-VC1-110,PVF1-PEA-140/2558,เลขที่ 345 หมู่ที่ 5 ตำบลกุยบุรี อำเภอกุยบุรี จังหวัดประจวบคีรีขันธ์ รหัสไปรษณีย์ 77150,10575,22,กุยบุรี,PKK,gis
1,Sep 2022,1126,1121237,PEA,บจก.เฮลท์ แพลนเน็ท เมเนจเม้น (ประเทศไทย) (โครงการ 3),COD แล้ว,8,8,8,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42247,กกพ 01-1(1)/58-417,NO   ,3,เขตที่ 3 (นครสวรรค์),เพชรบูรณ์,เมืองเพชรบูรณ์,ห้วยสะแก,ภาคเหนือ,NO   ,PEA-1073-VN3-110,PVF1-PEA-013/2558,เลขที่ 88 หมู่ที่ 3 ตำบลห้วยสะแก อำเภอเมืองเพชรบูรณ์ จังหวัดเพชรบูรณ์ รหัสไปรษณีย์ 67000,11469,22,เพชรบูรณ์,PE,gis
1,Sep 2022,1127,1121238,PEA,บจก.เฮลท์ แพลนเน็ท เมเนจเม้น (ประเทศไทย) (โครงการ 4),COD แล้ว,8,8,8,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42341,กกพ 01-1(1)/58-443,NO   ,2,เขตที่ 2 (พิษณุโลก),พิจิตร,ทับคล้อ,เขาทราย,ภาคเหนือ,NO   ,PEA-1069-VN2-110,PVF1-PEA-003/2558,เลขที่ 88 หมู่ที่ 11 ตำบลเขาทราย อำเภอทับคล้อ จังหวัดพิจิตร รหัสไปรษณีย์ 66230,11435,22,ตะพานหิน,AKR,gis
1,Sep 2022,1128,1121239,PEA,บจก.เฮลท์ แพลนเน็ท เมเนจเม้น (ประเทศไทย) (โครงการ 5),COD แล้ว,8,8,8,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42241,กกพ 01-1(1)/58-418,NO   ,2,เขตที่ 2 (พิษณุโลก),พิจิตร,ตะพานหิน,วังหลุม,ภาคเหนือ,NO   ,PEA-1072-VN2-110,PVF1-PEA-004/2558,เลขที่ 94/1 หมู่ที่ 3 ตำบลวังหลุม อำเภอตะพานหิน จังหวัดพิจิตร รหัสไปรษณีย์ 66110,11436,22,ตะพานหิน,AKR,gis
1,Sep 2022,1129,1121240,PEA,บจก.เฮลท์ แพลนเน็ท เมเนจเม้น (ประเทศไทย) (โครงการ2 ),COD แล้ว,8,8,8,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42483,กกพ 01-1(1)/59-549,NO   ,7,เขตที่ 7 (สระบุรี),สระแก้ว,อรัญประเทศ,หันทราย,ภาคกลาง,NO   ,PEA-1070-VC1-110,PVF1-PEA-067/2558,เลขที่ 50 หมู่ที่ 7 ตำบลหันทราย อำเภออรัญประเทศ จังหวัดสระแก้ว รหัสไปรษณีย์ 27120,11637,22,อรัญประเทศ,WNK,gis
1,Sep 2022,1130,1121241,PEA,บจก.เฮลท์ แพลนเน็ท เมเนจเม้น (ประเทศไทย)(โครงการ 1),COD แล้ว,8,8,8,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,42369,42487,กกพ 01-1(1)/58-513,NO   ,9,เขตที่ 9 (กาญจนบุรี),สมุทรสาคร,เมืองสมุทรสาคร,กาหลง,ภาคกลาง,NO   ,PEA-1071-VN2-110,PVF1-PEA-087/2558,"เลขที่ โฉนดเลขที่ 138775, 134018(บางส หมู่ที่ 3 ตำบลกาหลง อำเภอเมืองสมุทรสาคร จังหวัดสมุทรสาคร รหัสไปรษณีย์ 74000",11628,22,สมุทรสาคร 5,SN4,gis
1,Sep 2022,1135,1121246,PEA,บจก.แม่กระทิง เพาเวอร์,COD แล้ว,9.9,9.9,8,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biomass,เศษไม้,Power Generation,43553,43685,กกพ 01-1(1)/62-866,NO   ,2,เขตที่ 2 (พิษณุโลก),แพร่,ร้องกวาง,ไผ่โทน,ภาคเหนือ,NO   ,PEA-1571-VN2-416,VSPP-PEA-011/2557,เลขที่ 99 หมู่ที่ 3 ตำบลไผ่โทน อำเภอร้องกวาง จังหวัดแพร่ รหัสไปรษณีย์ 54140,12007,22,ร้องกวาง,PR,vlook
1,Sep 2022,114,1120669,PEA,บริษัท ที เอ็ม เพาเวอร์ แมเนจเม้นท์ จำกัด,COD แล้ว,1,2.2,1,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biogas,น้ำเสียจากโรงงาน,Power Generation,40908,40995,กกพ 01-1(1)/55-228,NO   ,9,เขตที่ 9 (กาญจนบุรี),สุพรรณบุรี,หนองหญ้าไซ,หนองหญ้าไซ,ภาคกลาง,NO   ,PEA-0921-VC3-515,VSPP-PEA-002/2554,เลขที่ 219 หมู่ที่ 11 ตำบลหนองหญ้าไซ อำเภอหนองหญ้าไซ จังหวัดสุพรรณบุรี รหัสไปรษณีย์ 72240,10918,22,ด่านช้าง,AT2,vlook
1,Sep 2022,1140,1121251,PEA,บจก.แม่สะเรียง โซลา (โครงการ 1),COD แล้ว,1.152,1,0.96,VSPP,Non-Firm,Solar,Photovoltaic,N/A,N/A,Renewable,Solar Farm,แสงอาทิตย์,Power Generation,41547,41543,กกพ 01-1(1)/56-305,NO   ,1,เขตที่ 1 (เชียงใหม่),แม่ฮ่องสอน,แม่สะเรียง,บ้านกาศ,ภาคเหนือ,NO   ,PEA-0383-VN1-110,VSPP-PEA-N1 8/2551,เลขที่ 91 หมู่ที่ 3 ตำบลบ้านกาศ อำเภอแม่สะเรียง จังหวัดแม่ฮ่องสอน รหัสไปรษณีย์ 58110,11993,22,ฮอด,CTG,vlook
1,Sep 2022,115,1120670,PEA,บริษัท ไทยอุตสาหกรรมน้ำตาล จำกัด,COD แล้ว,19,19,6,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biomass,กากอ้อย,Power Generation,39506,39506,กกพ 01-1(2)/55-109,NO   ,9,เขตที่ 9 (กาญจนบุรี),กาญจนบุรี,ท่ามะกา,ตะคร้ำเอน,ภาคกลาง,NO   ,PEA-0080-VC3-416,VSPP-PEA 094/2550,เลขที่ 99 หมู่ที่ 9 ถนนท่าเรือ-พระแท่น ตำบลตะคร้ำเอน อำเภอท่ามะกา จังหวัดกาญจนบุรี รหัสไปรษณีย์ 71130,11364,22,พนมทวน,KB2,vlook
1,Sep 2022,1158,1121269,PEA,บจก.แอ๊ดวานซ์ ไบโอ เอเชีย,COD แล้ว,9.9,9.9,8,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biomass,เศษวัสดุ,Power Generation,41547,41829,กกพ 01-1(1)/57-370,NO   ,1,เขตที่ 1 (เชียงใหม่),ลำปาง,เถิน,แม่ถอด,ภาคเหนือ,NO   ,PEA-0712-VN1-416,VSPP-PEA 156/2552,เลขที่ 88 หมู่ที่ 8 ตำบลแม่ถอด อำเภอเถิน จังหวัดลำปาง รหัสไปรษณีย์ 52160,10981,22,เถิน,TE,vlook
1,Sep 2022,116,1120486,PEA,บริษัท น้ำตาลท่ามะกา,COD แล้ว,33,33,8,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biomass,กากอ้อย,Power Generation,42156,39540,กกพ 01-1(2)/58-186,NO   ,9,เขตที่ 9 (กาญจนบุรี),กาญจนบุรี,ท่ามะกา,ท่ามะกา,ภาคกลาง,NO   ,PEA-0082-VC3-416,VSPP-PEA-003/2550,เลขที่ 14/1 หมู่ที่ 10 ถนนแสงชูโต ตำบลท่ามะกา อำเภอท่ามะกา จังหวัดกาญจนบุรี รหัสไปรษณีย์ 71120,11018,22,ท่ามะกา,BP2,vlook
1,Sep 2022,1165,1121276,PEA,บจก.แอ็ดวานซ์ คลีน เพาเวอร์,COD แล้ว,9.9,9.9,8,VSPP,Non-Firm,Thermal,Thermal,N/A,N/A,Renewable,Biomass,เศษวัสดุ,Power Generation,44840,44526,กกพ 01-1(1)/64-1007,NO   ,2,เขตที่ 2 (พิษณุโลก),กำแพงเพชร,คลองขลุง,คลองขลุง,ภาคเหนือ,NO   ,PEA-0703-VN2-416,VSPP-FiTR-PEA-001/2562,"เลขที่ โฉนดที่ดินเลขที่ 1514, 1577, 1 หมู่ที่ 11 ตำบลคลองขลุง อำเภอคลองขลุง จังหวัดกำแพงเพชร รหัสไปรษณีย์ 62120",10753,22,คลองขลุง,SLB,vlook
